BlueTeam,RedTeam,Winner,GoldDifference,BlueTowers,BlueInhibitors,BlueDragons,BlueHerald,BlueBaron,RedTowers,RedInhibitors,RedDragons,RedHerald,RedBaron,BlueTop,BlueJungle,BlueMid,BlueADC,BlueSupport,RedTop,RedJungle,RedMid,RedADC,RedSupport
EEW,JAG,redTeam,-5634,0,0,0,No,No,5,0,2,No,No,Gragas,Elise,Talon,KogMaw,Lulu,Fizz,LeeSin,Karma,Caitlyn,Malzahar
EEW,JAG,redTeam,-4073,1,0,0,No,No,4,0,2,No,No,Gragas,Rengar,Syndra,KogMaw,Lulu,Fizz,LeeSin,Vladimir,Jhin,Zyra
CJE,KDM,blueTeam,5302,6,0,2,Yes,No,3,0,0,No,No,Shen,Graves,Cassiopeia,KogMaw,Thresh,Camille,LeeSin,Leblanc,Ashe,Lulu
KDM,CJE,blueTeam,786,3,0,0,No,Yes,2,0,0,No,No,Rumble,Graves,Syndra,Twitch,Nami,Camille,Elise,Zed,Caitlyn,Lulu
EEW,CJE,blueTeam,6934,3,0,0,No,Yes,1,0,1,No,No,Nautilus,Graves,Vladimir,Ashe,Zyra,Shen,Rengar,Syndra,Twitch,Lulu
CJE,EEW,redTeam,-1112,2,0,1,No,No,3,0,0,No,No,Shen,Graves,Leblanc,Ezreal,Karma,Gragas,Jayce,Cassiopeia,Ashe,Lulu
JAG,KDM,blueTeam,12524,8,1,2,Yes,No,0,0,0,No,No,Jayce,Graves,Syndra,Ziggs,Thresh,Gragas,LeeSin,Ahri,Twitch,Lulu
KDM,JAG,redTeam,-4872,0,0,0,No,No,3,0,1,No,Yes,Camille,LeeSin,Leblanc,Ezreal,Lulu,Singed,Graves,Corki,Ashe,Thresh
EEW,KDM,blueTeam,-303,1,0,0,No,No,0,0,2,No,No,Gragas,LeeSin,Taliyah,Ashe,Zyra,Shen,Elise,Ahri,Varus,Karma
KDM,EEW,redTeam,-413,0,0,1,No,No,0,0,0,No,No,Nautilus,LeeSin,Taliyah,Twitch,Thresh,Gragas,Khazix,Cassiopeia,Varus,Lulu
RG,XG,blueTeam,2119,2,0,0,No,No,1,0,2,No,No,Nautilus,LeeSin,Orianna,Lucian,Lulu,Fizz,Graves,Taliyah,Ashe,Zyra
RG,XG,blueTeam,8468,6,0,2,No,No,1,0,0,No,No,Maokai,Khazix,Viktor,Jhin,Malzahar,Gragas,LeeSin,Cassiopeia,Ashe,Lulu
WS,TY,blueTeam,2955,4,0,1,No,No,1,0,1,No,No,Nautilus,Graves,Viktor,Ezreal,Nami,Gragas,RekSai,Syndra,Caitlyn,Lulu
XG,TY,redTeam,-2066,2,0,1,No,No,3,0,1,No,No,Gragas,Graves,Orianna,Ezreal,Nami,Kled,RekSai,Vladimir,Caitlyn,Lulu
WS,RG,blueTeam,7948,5,0,2,No,No,0,0,0,No,No,Shen,Graves,Ekko,Ashe,Malzahar,Maokai,LeeSin,Syndra,Ezreal,Karma
RG,WS,redTeam,-3436,1,0,0,No,No,3,0,2,No,No,Maokai,Khazix,Viktor,Varus,Zyra,Gragas,Graves,Ahri,Ashe,Nami
TY,RG,redTeam,-9293,2,0,0,No,No,7,0,2,Yes,Yes,Camille,Graves,Ryze,Caitlyn,Karma,Shen,Khazix,Orianna,Lucian,Lulu
TY,RG,redTeam,3399,2,0,2,No,No,1,0,0,No,No,Gragas,Rengar,Syndra,Varus,Zyra,Nautilus,Ivern,Viktor,Caitlyn,Lulu
